Id,Label,timeset,subactivity,mainindustry,componentnumber,modularity_class,mainactivity,clustering,triangles,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
1823,,,Manufacture of men's underwear Manufacture of women's underwear,Manufacture of Textiles and Leather,0,5,Manufacture of Textiles & Textile Products,0.333333,1,3,2.32664,6,0.313167,0.337642,148.917558,0.094652
7413,,,Market research and public opinion polling,Buisness activities,0,3,Other Business Activities,0.428571,9,7,2.753445,6,0.351648,0.384612,148.790843,0.318575
5154,,,"Wholesale of hardware, plumbing and heating equipment and supplies",Retail,0,7,Wholesale of other household goods n.e.c.,0.238095,5,7,5.771211,6,0.297549,0.325142,139.123691,0.090782
7250,,,"Maintenance and repair of office, accounting and computing machinery",Computer and Related Activities,0,9,Computer and Related Activities,0.52381,11,7,4.798088,6,0.328665,0.362311,135.544969,0.230359
9251,,,,,0,3,,0,0,3,2.159819,7,0.280255,0.304999,134.600451,0.056981
5246,,,"Retail sale of hardware, paints and glass",Retail,0,4,"Retail Trade, Not Motors; Repairs",0.464286,13,8,3.549107,6,0.313446,0.346686,131.21514,0.185768
9271,,,Gambling and betting activities,Services,0,1,"Recreational, Cultural & Sporting",0.333333,7,7,2.507672,5,0.322936,0.35303,121.463533,0.182102
3612,,,Manufacture of other office and shop furniture,Manufacture Other,0,4,Manufacturing nec,0.333333,2,4,2.983595,5,0.313725,0.339536,116.933567,0.101966
5143,,,"Wholesale of gramophone records, audio tapes, compact discs and video tapes and of the equipment on which these are played, radios and televisions; wholesale of electrical household appliances n.e.c",Retail,0,7,"Wholesale, Retail; Certain Repair (cont.)",0.2,3,6,4.26604,6,0.333649,0.364962,116.9129,0.183635
3210,,,Manufacture of electronic valves and tubes and other electronic components,"Manufacture of Machinery, Electrical",0,7,"Manufacture of Radio, TV & Equipment",0.318182,21,12,10.324506,6,0.307962,0.342803,106.294147,0.214655
3161,,,Manufacture of electrical equipment for engines and vehicles n.e.c.,"Manufacture of Machinery, Electrical",0,7,Manufacture of Electrical Machinery etc.,0.2,3,6,5.495007,6,0.291391,0.318608,100.719572,0.07639
5184,,,"Wholesale of computers, computer peripheral equipment and software",Retail,0,9,Wholesale of other household goods n.e.c.,0.472222,17,9,7.500939,6,0.321461,0.353883,100.357143,0.242555
7513,,,Regulation of and contribution to more efficient operation of business,Gouverment,0,3,Public Administration & Defence,0.2,2,5,2.863204,6,0.28502,0.312121,96.754253,0.071344
5133,,,"Wholesale of dairy produce, Wholesale of eggs,edible oils and fats",Retail,0,0,"Wholesale, Retail; Certain Repair (cont.)",0.3,3,5,3.673391,6,0.325323,0.352273,96.592083,0.11896
7482,,,Packaging activities,Buisness activities,0,9,Other Business Activities,0,0,3,2.580417,6,0.309315,0.333239,93.799469,0.083075
2922,,,Manufacture of lifting and handling equipment,"Manufacture of Machinery, Electrical",0,7,Manufacture of Machinery & Equipment,0.333333,2,4,3.185752,5,0.292602,0.318939,91.779599,0.082927
2953,,,"Manufacture of machinery for food, beverage and tobacco processing","Manufacture of Machinery, Electrical",0,7,Manufacture of Machinery & Equipment,0.333333,1,3,2.611618,6,0.310132,0.334233,89.849444,0.074977
7530,,,Compulsory social security activities,Gouverment,0,3,Public Administration & Defence,0.2,2,5,1.7398,6,0.264662,0.290436,89.566908,0.061517
8513,,,Dental practice activities,Gouverment,0,8,Health and Social Work,0.5,3,4,0.841274,6,0.280032,0.305161,89.305272,0.057468
6412,,,Courier activities other than national post activities,Post and Telecommunications,0,0,Post and Telecommunications,0.380952,8,7,4.020737,6,0.316262,0.346402,88.359859,0.17323
124,,,Farming of poultry,"Agriculture, Hunting and Forestry",0,2,"Agriculture, Hunting and Forestry",0.333333,1,3,2.948309,6,0.267274,0.287973,84.124284,0.028056
5551,,,Canteens,Hotels and Restaurants,0,3,Hotels and Restaurants,0.2,2,5,2.518168,6,0.261905,0.288778,83.569094,0.048684
2840,,,"Forging, pressing, stamping and roll forming of metal; powder metallurgy",Metals,0,7,"Manufacture Fabricated Metal, Not Machines",0.5,5,5,3.544327,6,0.328052,0.356345,83.445761,0.154601
3611,,,Manufacture of chairs and seats,Manufacture Other,0,4,Manufacturing nec,0.5,3,4,2.656781,6,0.327442,0.355161,83.174546,0.129702
6603,,,Non-life insurance,Finance,0,3,Finance,0.428571,12,8,3.316421,6,0.299065,0.328125,79.338143,0.15895
9301,,,Washing and dry-cleaning of textile and fur products,Services,0,8,Other Service Activities,0.333333,2,4,2.886556,5,0.328665,0.354025,76.298726,0.118149
7522,,,Defence activities,Gouverment,0,3,Public Administration & Defence,0.2,2,5,1.770141,6,0.294314,0.319602,75.82737,0.082284
2441,,,Manufacture of basic pharmaceutical products,Manufacture Chemicals/Plastics,0,8,"Manufacture Chemicals, Prods & Man-Made",0.166667,1,4,3.547053,6,0.294069,0.315862,73.697795,0.056564
9213,,,Motion picture projection,Services,0,1,"Recreational, Cultural & Sporting",0.5,3,4,2.554365,6,0.292359,0.319508,73.476587,0.107811
2971,,,Manufacture of electric domestic appliances,"Manufacture of Machinery, Electrical",0,7,Manufacture of Machinery & Equipment,0.466667,7,6,4.279484,5,0.342412,0.373343,68.063243,0.203086
1512,,,Production and preserving of poultry meat,Manufacture of Food,0,2,Manufacture of Food; Beverages & Tobacco,0.333333,2,4,3.741314,6,0.285946,0.309612,64.006015,0.05965
2420,,,Manufacture of pesticides and other agro-chemical products,Manufacture Chemicals/Plastics,0,8,"Manufacture Chemicals, Prods & Man-Made",0.333333,1,3,2.73832,6,0.291391,0.312831,62.994726,0.054256
5250,,,"Retail sale of antiques, including antique books, in stores",Retail,0,3,"Retail Trade, Not Motors; Repairs",0,0,2,1.501765,6,0.282051,0.305256,61.51091,0.054412
3310,,,Manufacture of medical and surgical equipment and orthopaedic appliances,"Manufacture of Machinery, Electrical",0,7,Manufacture Medical & Precision Instruments,0.333333,5,6,5.052276,6,0.299065,0.326752,59.155633,0.112999
9252,,,"Museums activities,Preservation of historical sites and buildings",Services,0,3,"Recreational, Cultural & Sporting",0,0,4,2.129019,6,0.267274,0.291951,57.6103,0.039192
7521,,,Foreign affairs,Gouverment,0,3,Public Administration & Defence,0,0,2,1.85527,6,0.282504,0.304025,53.798094,0.058477
3520,,,Manufacture of railway and tramway locomotives and rolling stock,Manufacture of Transport Equipment,0,7,Manufacture of Other Transport Equipment,0.166667,1,4,3.791998,6,0.279365,0.303314,53.472801,0.058334
1511,,,"Slaughtering of animals other than poultry and rabbits,Animal by-product processing,Fellmongery",Manufacture of Food,0,2,Manufacture of Food; Beverages & Tobacco,0.333333,1,3,2.016758,6,0.269732,0.293182,52.524616,0.03577
5156,,,Wholesale of other intermediate products,Retail,0,9,Wholesale of other household goods n.e.c.,0.166667,1,4,2.901581,5,0.33145,0.358428,50.034208,0.162654
6023,,,"Renting of buses and coaches, Other land passenger transport n.e.c.",Transport,0,0,Transport,0,0,2,1.746905,6,0.259779,0.275331,48.724683,0.018469
9302,,,Hairdressing and other beauty treatment,Services,0,5,Other Service Activities,0.6,9,6,2.788746,6,0.304762,0.333807,48.55206,0.157511
5152,,,Wholesale of metals and metal ores,Retail,0,4,Wholesale of other household goods n.e.c.,0,0,2,1.683242,7,0.246844,0.263237,47.848221,0.016141
2862,,,Manufacture of tools,Metals,0,7,"Manufacture Fabricated Metal, Not Machines",0.666667,4,4,3.652942,6,0.261516,0.28608,47.701581,0.046496
8021,,,General secondary education,Gouverment,0,3,Education,0.4,4,5,1.761793,7,0.260355,0.284497,45.950774,0.049546
7523,,,Justice and judicial activities,Gouverment,0,3,Public Administration & Defence,0.333333,1,3,1.019212,6,0.270353,0.290672,45.508375,0.033212
2125,,,Manufacture of unprinted labels Manufacture of other articles of paper and paperboard n.e.c. Manufacture of printed labels,Manufacture Paper; Publishing; Printing,0,9,Manufacture Paper; Publishing; Printing,0.333333,1,3,2.710867,6,0.262883,0.28125,42.272876,0.025298
1520,,,Freezing of fish Other fish processing and preserving,Manufacture of Food,0,2,Manufacture of Food; Beverages & Tobacco,0.333333,1,3,2.8748,7,0.244784,0.263474,39.921796,0.024256
6322,,,Other supporting water transport activities,Transport,0,0,Transport,0.333333,1,3,2.088287,6,0.308231,0.332528,39.546358,0.091201
6720,,,Activities auxiliary to insurance and pension funding,Finance,0,3,Finance,0.666667,24,9,4.671791,6,0.300598,0.330682,37.824528,0.2194
6110,,,"Passenger sea and coastal water transport, Freight sea and coastal water transport",Transport,0,0,Transport,0.333333,2,4,3.33943,6,0.305026,0.328646,37.398913,0.092358
3162,,,Manufacture of other electrical equipment n.e.c.,"Manufacture of Machinery, Electrical",0,7,Manufacture of Electrical Machinery etc.,0.52381,11,7,5.56839,5,0.306888,0.336174,36.974362,0.169976
2466,,,Manufacture of other chemical products n.e.c.,Manufacture Chemicals/Plastics,0,8,"Manufacture Chemicals, Prods & Man-Made",0,0,4,3.897999,7,0.252692,0.271144,35.879925,0.017331
5243,,,"Retail sale of footwear, leather goods",Retail,0,5,"Retail Trade, Not Motors; Repairs",0.5,5,5,2.266447,6,0.308231,0.338021,35.195281,0.161583
1551,,,"Liquid milk and cream production,Butter and cheese production Manufacture of other milk products",Manufacture of Food,0,2,Manufacture of Food; Beverages & Tobacco,0.333333,2,4,3.254711,6,0.279809,0.304877,32.347012,0.065106
2413,,,Manufacture of other inorganic basic chemicals,Manufacture Chemicals/Plastics,0,8,"Manufacture Chemicals, Prods & Man-Made",0.333333,1,3,2.947677,6,0.263868,0.281818,27.68497,0.027816
5222,,,Retail sale of meat and meat products,Retail,0,2,"Retail Trade, Not Motors; Repairs",0,0,2,1.104721,7,0.254335,0.273559,27.500528,0.02205
5132,,,Wholesale of meat and meat products,Retail,0,2,"Wholesale, Retail; Certain Repair (cont.)",0.333333,1,3,2.836163,7,0.247539,0.266883,24.247429,0.01995
8512,,,Medical practice activities,Gouverment,0,8,Health and Social Work,0.5,3,4,1.460979,6,0.272025,0.293229,22.378173,0.042256
5131,,,Wholesale of fruit and vegetables,Retail,0,9,"Wholesale, Retail; Certain Repair (cont.)",0,0,3,2.427027,6,0.272235,0.292756,21.421455,0.039666
2464,,,Manufacture of photographic chemical material,Manufacture Chemicals/Plastics,0,9,"Manufacture Chemicals, Prods & Man-Made",0.333333,1,3,2.554538,6,0.289712,0.313589,21.326573,0.080555
5225,,,Retail sale of alcoholic and other beverages,Retail,0,1,"Retail Trade, Not Motors; Repairs",0,0,2,0.955737,6,0.280478,0.303125,19.64228,0.055902
5231,,,Dispensing chemists,Retail,0,5,"Retail Trade, Not Motors; Repairs",0.666667,4,4,1.78343,6,0.32,0.346402,19.147618,0.135626
6021,,,"Urban and suburban passenger railway transportation by underground, metro and similar systems, Other scheduled passenger land transport n.e.c.",Transport,0,0,Transport,0.333333,1,3,2.342816,6,0.241096,0.25715,18.67839,0.013786
2211,,,Publishing of books,Manufacture Paper; Publishing; Printing,0,9,Manufacture Paper; Publishing; Printing,0.666667,4,4,3.367474,6,0.291874,0.316004,18.638172,0.088561
4012,,,Transmission of electricity,"Electricity, Gas and Water Supply",0,0,"Electricity, Gas and Water Supply",0.666667,2,3,2.945833,6,0.267884,0.283996,17.784627,0.0257
5272,,,Repair of electrical household goods,Retail,0,8,"Retail Trade, Not Motors; Repairs",0,0,3,2.827619,6,0.286879,0.306581,17.696327,0.043725
2932,,,Manufacture of other agricultural and forestry machinery,"Manufacture of Machinery, Electrical",0,7,Manufacture of Machinery & Equipment,0,0,2,1.698959,6,0.318264,0.341477,15.397193,0.089317
7210,,,Hardware consultancy,Computer and Related Activities,0,9,Computer and Related Activities,0.7,7,5,4.542282,6,0.2816,0.304688,15.177881,0.112246
2330,,,Processing of nuclear fuel,Manufacture Chemicals/Plastics,0,4,"Manufacture Chemicals, Prods & Man-Made",0.333333,1,3,2.485417,6,0.287817,0.308286,14.607444,0.057975
1740,,,"Manufacture of soft furnishings, manufacture of canvas goods, sacks, etc.,Manufacture of household textiles",Manufacture of Textiles and Leather,0,5,Manufacture of Textiles & Textile Products,0,0,2,1.833361,7,0.266062,0.284828,13.491421,0.025839
8511,,,"Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities",Gouverment,0,8,Health and Social Work,0.5,5,5,1.478308,6,0.264264,0.287216,12.993759,0.03985
9232,,,Operation of arts facilities,Services,0,3,"Recreational, Cultural & Sporting",0.333333,1,3,2.101681,7,0.25107,0.274459,12.266182,0.033672
3130,,,Manufacture of insulated wire and cable,"Manufacture of Machinery, Electrical",0,7,Manufacture of Electrical Machinery etc.,0.333333,2,4,3.779661,6,0.273292,0.295881,11.629144,0.061088
3511,,,Building and repairing of ships,Manufacture of Transport Equipment,0,3,Manufacture of Other Transport Equipment,0.666667,2,3,2.312922,6,0.271396,0.292188,11.361781,0.041541
9253,,,Botanical and zoological gardens and nature reserves activities,Services,0,3,"Recreational, Cultural & Sporting",0.666667,2,3,1.700551,6,0.260163,0.283996,11.260295,0.040628
5186,,,Wholesale of other electronic parts and equipment,Retail,0,7,Wholesale of other household goods n.e.c.,0.3,3,5,4.601542,6,0.293333,0.317282,11.134698,0.094589
4544,,,Painting and glazing,Construction,0,4,Construction,0.666667,2,3,2.266586,5,0.282277,0.303598,11.066996,0.054253
4545,,,Other building completion,Construction,0,4,Construction,0,0,2,1.853305,5,0.281375,0.301326,11.066996,0.044575
4511,,,Demolition and wrecking of buildings; earth moving,Construction,0,4,Construction,0.666667,2,3,2.442354,6,0.29115,0.313352,11.064103,0.077796
7514,,,Supporting service activities for the government as a whole,Gouverment,0,3,Public Administration & Defence,0,0,2,1.353323,7,0.234198,0.252347,10.544912,0.014042
5138,,,"Wholesale of other food, including fish, crustaceans and molluscs",Retail,0,2,"Wholesale, Retail; Certain Repair (cont.)",0,0,2,1.962351,7,0.233732,0.249087,10.35276,0.011199
4534,,,Other building installation,Construction,0,7,Construction,0.666667,4,4,3.492299,5,0.298812,0.322538,9.616368,0.088515
5114,,,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft",Retail,0,9,"Wholesale, Commission, Not Motors",0.666667,2,3,2.796448,6,0.275,0.296449,7.885928,0.060918
2874,,,"Manufacture of fasteners, screw machine products, chain and springs",Metals,0,7,"Manufacture Fabricated Metal, Not Machines",0,0,2,1.810659,6,0.27673,0.295833,7.846721,0.033617
7411,,,"Barristers at law,Solicitors,Activities of patent and copyright agents,Other legal activities not elsewhere classified",Buisness activities,0,3,Other Business Activities,0,0,3,0.899589,6,0.267274,0.285464,5.67904,0.052363
7121,,,Renting of other land transport equipment,Buisness activities,0,6,Renting Equipment Without Operator,0,0,2,1.81457,6,0.280702,0.298627,4.665446,0.038846
5145,,,Wholesale of perfume and cosmetics,Retail,0,5,"Wholesale, Retail; Certain Repair (cont.)",0.666667,4,4,3.638333,6,0.274357,0.295975,3.821061,0.062154
9131,,,Activities of religious organizations,Services,0,3,Membership Organisations,0.333333,1,3,0.81282,6,0.244784,0.263352,3.561352,0.028852
5155,,,Wholesale of chemical products,Retail,0,8,Wholesale of other household goods n.e.c.,0,0,2,1.940894,7,0.247539,0.261533,3.548671,0.011982
9500,,,Activities of households as employers of domestic staff,Services,0,3,Other Service Activities,0.666667,2,3,2.004022,6,0.247887,0.269555,3.095833,0.036606
6220,,,Other non-scheduled air transport,Transport,0,0,Transport,0.666667,2,3,2.764979,6,0.273504,0.290199,2.857779,0.030842
6210,,,"Scheduled passenger air transport,Other scheduled air transport",Transport,0,0,Transport,0.666667,2,3,1.985284,6,0.273504,0.290199,2.857779,0.030842
2913,,,Manufacture of taps and valves,"Manufacture of Machinery, Electrical",0,7,Manufacture of Machinery & Equipment,0,0,2,1.907994,6,0.246326,0.260843,2.769125,0.014091
2812,,,Manufacture of builders' carpentry and joinery of metal,Metals,0,4,"Manufacture Fabricated Metal, Not Machines",0.333333,1,3,2.85998,6,0.26506,0.284896,2.665773,0.035262
2914,,,"Manufacture of bearings, gears, gearing and driving elements","Manufacture of Machinery, Electrical",0,7,Manufacture of Machinery & Equipment,0,0,2,1.774548,6,0.286179,0.307528,1.933052,0.056885
7240,,,Database activities,Computer and Related Activities,0,9,Computer and Related Activities,1,3,3,2.858275,6,0.286412,0.305634,0,0.092505
1120,,,"Service activities incidental to oil and gas extraction, excluding surveying",Minning,0,4,Mining and Quarrying,1,1,2,1.547964,6,0.29019,0.310985,0,0.072907
3150,,,Manufacture of lighting equipment and electric lamps,"Manufacture of Machinery, Electrical",0,0,Manufacture of Electrical Machinery etc.,0,0,1,0.261113,6,0.301112,0.322301,0,0.071738
2661,,,Manufacture of concrete products for construction purposes,Manufacture Other,0,5,Manufacture Other Non-Metal Mineral Products,1,1,2,1.654156,6,0.306087,0.328693,0,0.067813
5263,,,Other non-store retail sale,Retail,0,0,"Retail Trade, Not Motors; Repairs",1,1,2,1.642553,6,0.305026,0.327273,0,0.067616
7221,,,Publishing of software,Computer and Related Activities,0,9,Computer and Related Activities,1,1,2,1.925284,6,0.277384,0.295881,0,0.066014
3330,,,Manufacture of electronic industrial process control equipment,"Manufacture of Machinery, Electrical",0,7,Manufacture Medical & Precision Instruments,1,1,2,1.87753,6,0.281375,0.299621,0,0.053591
4550,,,Renting of construction or demolition equipment with operator,Construction,0,4,Construction,1,1,2,1.673589,5,0.286645,0.305398,0,0.051059
8520,,,Veterinary activities,Gouverment,1,0,Health and Social Work,0,0,2,-0.586569,5,0.384199,0.409437,0,0.050593
5116,,,"Agents involved in the sale of textiles, clothing, footwear and leather goods",Retail,0,5,"Wholesale, Retail; Certain Repair (cont.)",1,1,2,1.941712,6,0.269319,0.288778,0,0.049129
2960,,,Manufacture of weapons and ammunition,"Manufacture of Machinery, Electrical",0,3,Manufacture of Machinery & Equipment,1,1,2,1.747145,6,0.267071,0.2875,0,0.041568
2513,,,Manufacture of other rubber products,Manufacture Chemicals/Plastics,0,7,Manufacture of Rubber & Plastic Products,1,1,2,1.699965,6,0.279144,0.299527,0,0.040762
1596,,,Manufacture of beer,Manufacture of Food,0,1,Manufacture of Food; Beverages & Tobacco,1,1,2,1.790212,6,0.261905,0.283191,0,0.040301
113,,,"Growing of wine grapes and table grapes and production of wine from self - produced grapes, Growing of other fruit, nuts, beverage and spice crops","Agriculture, Hunting and Forestry",0,4,"Agriculture, Hunting and Forestry",0,0,1,0.932827,6,0.271605,0.28911,0,0.039763
7133,,,"Renting of office machinery and equipment, including computers",Buisness activities,0,9,Renting Equipment Without Operator,0,0,1,0.9172,7,0.264066,0.283692,0,0.03839
3340,,,Manufacture of spectacles and unmounted lenses,"Manufacture of Machinery, Electrical",0,9,Manufacture Medical & Precision Instruments,0,0,1,0.634047,7,0.264066,0.283692,0,0.03839
3420,,,Manufacture of bodies (coachwork) for motor vehicles (except caravans),Manufacture of Transport Equipment,0,7,Manufacture of Transport Equipment,1,1,2,1.68332,6,0.273717,0.291667,0,0.037342
1730,,,Finishing of textiles,Manufacture of Textiles and Leather,0,5,Manufacture of Textiles & Textile Products,0,0,1,0.719717,6,0.267884,0.285417,0,0.034777
4524,,,Construction of water projects,Construction,0,4,Construction,0,0,1,0.893584,6,0.275215,0.292708,0,0.033144
1010,,,Deep coal mines Open cast coal working,Minning,0,4,Mining and Quarrying,0,0,1,0.664716,6,0.275215,0.292708,0,0.033144
4522,,,Erection of roof covering and frames,Construction,0,4,Construction,0,0,1,0.534918,6,0.275215,0.292708,0,0.033144
142,,,"Farm animal boarding and care,Animal husbandry service activities except veterinary activities n.e.c.","Agriculture, Hunting and Forestry",0,3,"Agriculture, Hunting and Forestry",0,0,1,0.975951,6,0.271396,0.285322,0,0.029327
6521,,,Financial leasing,Finance,0,3,Finance,1,1,2,1.505289,6,0.248763,0.264299,0,0.028123
1561,,,"Grain milling, Manufacture of breakfast cereals and cereals-based food",Manufacture of Food,0,2,Manufacture of Food; Beverages & Tobacco,1,1,2,1.911338,6,0.261516,0.278409,0,0.028092
5040,,,"Sale, maintenance and repair of motorcycles and related parts and accessories",Construction,0,6,Construction,1,1,2,1.776446,6,0.268702,0.283191,0,0.025177
6120,,,"Passenger inland water transport, Other inland water transport",Transport,0,1,Transport,0,0,1,0.980493,6,0.255257,0.270502,0,0.024444
9304,,,Physical well-being activities,Services,0,1,Other Service Activities,0,0,1,0.974551,6,0.255257,0.270502,0,0.024444
1531,,,Processing and preserving of potatoes,Manufacture of Food,0,2,Manufacture of Food; Beverages & Tobacco,1,1,2,1.919754,6,0.25997,0.277509,0,0.02414
2010,,,Sawmilling and planing of wood; impregnation of wood,Manufacture of Wood & Wood Product,0,4,Manufacture of Wood & Wood Product,1,1,2,1.887358,6,0.253055,0.270076,0,0.023428
1824,,,Manufacture of hats Cut make and trim for clothing manufacturers Manufacture of other wearing apparel and accessories n.e.c.,Manufacture of Textiles and Leather,0,5,Manufacture of Textiles & Textile Products,1,1,2,1.922954,6,0.256186,0.271212,0,0.022914
7320,,,Research and experimental development on social sciences and humanities,Research and Development,0,8,Research and Development,0,0,1,0.953898,6,0.2621,0.276468,0,0.022539
3613,,,Manufacture of other kitchen furniture,Manufacture Other,0,4,Manufacturing nec,0,0,1,0.934542,6,0.253237,0.268277,0,0.02124
2621,,,Manufacture of ceramic household and ornamental articles,Manufacture Other,0,4,Manufacture Other Non-Metal Mineral Products,0,0,1,0.783112,6,0.253237,0.268277,0,0.02124
5262,,,Retail sale via stalls and markets,Retail,0,1,"Retail Trade, Not Motors; Repairs",0,0,1,0.660104,7,0.252511,0.269535,0,0.019488
5226,,,Retail sale of tobacco products,Retail,0,1,"Retail Trade, Not Motors; Repairs",0,0,1,0.6558,7,0.252511,0.269535,0,0.019488
5227,,,"Other retail sale of food, beverages and tobacco in specialised stores",Retail,0,1,"Retail Trade, Not Motors; Repairs",0,0,1,0.599434,7,0.252511,0.269535,0,0.019488
5221,,,Retail sale of fruit and vegetables,Retail,0,1,"Retail Trade, Not Motors; Repairs",0,0,1,0.558028,7,0.252511,0.269535,0,0.019488
9303,,,Funeral and related activities,Services,0,1,Other Service Activities,0,0,1,0.258464,7,0.252511,0.269535,0,0.019488
1543,,,Manufacture of margarine and similar edible fats,Manufacture of Food,0,2,Manufacture of Food; Beverages & Tobacco,0,0,1,0.996128,6,0.258824,0.274148,0,0.017671
1587,,,Manufacture of condiments and seasonings,Manufacture of Food,0,2,Manufacture of Food; Beverages & Tobacco,0,0,1,0.988326,6,0.258824,0.274148,0,0.017671
9001,,,Collection and treatment of sewage,Services,0,0,Other Social & Personal Services,1,1,2,1.972092,6,0.261321,0.276515,0,0.017398
1110,,,Extraction of crude petroleum and natural gas,Minning,0,5,Mining and Quarrying,1,1,2,1.970127,7,0.257122,0.271476,0,0.017148
2225,,,Ancillary activities related to printing,Manufacture Paper; Publishing; Printing,0,9,Manufacture Paper; Publishing; Printing,1,1,2,1.946539,7,0.240437,0.255946,0,0.016306
2224,,,Pre-press activities,Manufacture Paper; Publishing; Printing,0,9,Manufacture Paper; Publishing; Printing,1,1,2,1.898495,7,0.240437,0.255946,0,0.016306
2221,,,Printing of newspapers,Manufacture Paper; Publishing; Printing,0,3,Manufacture Paper; Publishing; Printing,0,0,1,0.978715,6,0.255814,0.269129,0,0.015931
9240,,,News agency activities,Services,0,3,"Recreational, Cultural & Sporting",0,0,1,0.91073,6,0.255814,0.269129,0,0.015931
2412,,,Manufacture of dyes and pigments,Manufacture Chemicals/Plastics,0,8,"Manufacture Chemicals, Prods & Man-Made",0,0,1,0.978992,6,0.257498,0.271591,0,0.015834
3663,,,Other manufacturing n.e.c.,Manufacture Other,0,7,Manufacturing nec,0,0,1,0.90765,7,0.241096,0.25744,0,0.014954
4011,,,Production of electricity,"Electricity, Gas and Water Supply",0,0,"Electricity, Gas and Water Supply",1,1,2,1.966351,6,0.251249,0.265483,0,0.014777
4532,,,Insulation work activities,Construction,0,4,Construction,0,0,1,0.977364,6,0.248588,0.261553,0,0.014571
5512,,,,,0,1,,0,0,1,0.979879,7,0.233732,0.247984,0,0.014356
2223,,,Bookbinding,Manufacture Paper; Publishing; Printing,0,9,Manufacture Paper; Publishing; Printing,0,0,1,0.948424,7,0.240273,0.254525,0,0.014172
2123,,,Manufacture of paper stationery,Manufacture Paper; Publishing; Printing,0,9,Manufacture Paper; Publishing; Printing,0,0,1,0.945955,7,0.240273,0.254525,0,0.014172
2215,,,Other publishing,Manufacture Paper; Publishing; Printing,0,9,Manufacture Paper; Publishing; Printing,0,0,1,0.932983,7,0.240273,0.254525,0,0.014172
7481,,,"Portrait photographic activities,Other specialist photography,Film processing,Photographic activities not elsewhere classified",Buisness activities,0,9,Other Business Activities,0,0,1,0.769729,7,0.240273,0.254525,0,0.014172
1552,,,Manufacture of ice cream,Manufacture of Food,0,2,Manufacture of Food; Beverages & Tobacco,0,0,1,0.97341,7,0.244105,0.259686,0,0.01372
2511,,,Manufacture of rubber tyres and tubes,Manufacture Chemicals/Plastics,0,6,Manufacture of Rubber & Plastic Products,0,0,1,0.943217,7,0.246154,0.26085,0,0.013343
9132,,,Activities of political organizations,Services,0,3,Membership Organisations,0,0,1,0.362855,7,0.226512,0.243669,0,0.012606
6022,,,Taxi operation,Transport,0,3,Transport,0,0,1,0.049915,7,0.226512,0.243669,0,0.012606
6311,,,Cargo handling,Transport,0,0,Transport,0,0,1,0.972154,7,0.248062,0.261391,0,0.012166
5232,,,Retail sale of hearing aids,Retail,0,8,"Retail Trade, Not Motors; Repairs",0,0,1,0.977604,7,0.243936,0.257271,0,0.011921
2122,,,Manufacture of household and sanitary goods and of toilet requisites,Manufacture Paper; Publishing; Printing,0,8,Manufacture Paper; Publishing; Printing,0,0,1,0.909598,7,0.243936,0.257271,0,0.011921
6602,,,Pension funding,Finance,0,3,Finance,0,0,1,0.957471,7,0.223919,0.234855,0,0.011381
3615,,,Manufacture of mattresses,Manufacture Other,0,4,Manufacturing nec,0,0,1,0.976688,7,0.245639,0.258455,0,0.010916
9211,,,"Motion picture production on film or video, Other motion picture and video production activities",Services,0,3,"Recreational, Cultural & Sporting",0,0,1,0.958732,7,0.232037,0.243994,0,0.010128
6711,,,Administration of financial markets,Finance,0,3,Finance,0,0,1,0.814266,7,0.225496,0.236391,0,0.00974
6511,,,Central banking,Finance,0,3,Finance,0,0,1,0.813643,7,0.225496,0.236391,0,0.00974
1412,,,"Quarrying of limestone, gypsum and chalk",Minning,0,5,Mining and Quarrying,0,0,1,0.996738,6,0.248412,0.260133,0,0.009572
1411,,,Quarrying of  ornamental and building stone,Minning,0,5,Mining and Quarrying,0,0,1,0.996338,6,0.248412,0.260133,0,0.009572
1422,,,Mining of clays and kaolin,Minning,0,5,Mining and Quarrying,0,0,1,0.990041,6,0.248412,0.260133,0,0.009572
2663,,,Manufacture of ready-mixed concrete,Manufacture Other,0,5,Manufacture Other Non-Metal Mineral Products,0,0,1,0.989609,6,0.248412,0.260133,0,0.009572
7485,,,Secretarial and translation activities,Buisness activities,0,3,Other Business Activities,0,0,1,0.997836,6,0.243094,0.254593,0,0.009432
4200,,,,,0,0,,0,0,1,0.995081,6,0.250534,0.262263,0,0.009394
111,,,Growing of cereals and other crops n.e.c.,"Agriculture, Hunting and Forestry",0,10,"Agriculture, Hunting and Forestry",1,1,2,1.949622,7,0.23219,0.247639,0,0.009273
1772,,,"Manufacture of knitted and crocheted pullovers, cardigans and similar articles",Manufacture of Textiles and Leather,0,5,Manufacture of Textiles & Textile Products,0,0,1,0.943164,7,0.229167,0.241592,0,0.008562
5135,,,Wholesale of tobacco products,Retail,0,2,"Wholesale, Retail; Certain Repair (cont.)",0,0,1,0.974746,7,0.233267,0.246719,0,0.008371
9003,,,"Sanitation, remediation and similar activities",Services,0,0,Other Social & Personal Services,0,0,1,0.996917,6,0.237838,0.250047,0,0.008004
